Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Turbo,Car_Age
530.0,HYUNDAI,Elantra,2013,Sedan,1,LPG,,186234,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,7
1266.0,TOYOTA,Aqua,2014,Hatchback,0,Hybrid,,50000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,White,4,,6
586.0,HYUNDAI,Elantra,2012,Sedan,0,Petrol,,158080,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,6,,8
473.0,CHEVROLET,Cruze,2014,Sedan,0,Petrol,,127816,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,0,,6
765.0,SSANGYONG,REXTON,2015,Jeep,1,Diesel,,110000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,5
0.0001,TOYOTA,Aqua,2014,Sedan,0,Hybrid,,16000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,White,4,,6
394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,,102397,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,6
0.0001,BMW,X5,2000,Jeep,1,CNG,,200000,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Silver,6,,20
0.0001,TOYOTA,Prius,2010,Sedan,0,Hybrid,,224000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,10
690.0,HONDA,FIT,2016,Sedan,1,Petrol,,31869,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,0,,4
891.0,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,,196475,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,4
1058.0,MERCEDES-BENZ,E 350,2012,Sedan,1,Petrol,,56277,6,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,White,12,,8
934.0,TOYOTA,Camry,2015,Sedan,1,Petrol,,83200,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,White,10,,5
0.0001,TOYOTA,Prius,2006,Hatchback,1,Hybrid,,320000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Golden,6,,14
738.0,CHEVROLET,Cruze,2017,Sedan,1,Petrol,,150453,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,3
308.0,TOYOTA,Prius,2014,Hatchback,0,Hybrid,,112000,7,Automatic,Rear,2026-05-04 00:00:00,Left wheel,Green,11,,6
836.0,SSANGYONG,Actyon,2010,Jeep,1,Diesel,,189000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,10
642.0,FORD,Fusion,2012,Sedan,1,Petrol,2.0,102400,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,6,1.0,8
1017.0,HYUNDAI,Elantra,2017,Sedan,0,Petrol,,22000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Grey,0,,3
781.0,TOYOTA,Camry,2012,Sedan,1,Petrol,,110000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Red,10,,8
584.0,HONDA,Civic,2014,Sedan,1,Petrol,,148640,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,12,,6
583.0,HYUNDAI,Elantra,2011,Sedan,1,Petrol,,158000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,9
1172.0,MERCEDES-BENZ,E 350,2011,Coupe,1,Diesel,,226251,6,Automatic,Rear,2026-03-02 00:00:00,Left wheel,Black,12,,9
761.0,TOYOTA,Prius,2010,Hatchback,0,Hybrid,,135797,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Red,0,,10
1172.0,MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,,119379,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Silver,12,,9
0.0001,BMW,X5,2001,Jeep,1,Petrol,,11111,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,6,,19
1845.0,VOLKSWAGEN,Jetta,2015,Sedan,1,Petrol,,67000,4,Tiptronic,Front,2026-05-04 00:00:00,Right-hand drive,Black,12,,5
707.0,HYUNDAI,Santa FE,2011,Jeep,1,Diesel,,215647,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,9
915.0,BMW,X5,2014,Jeep,1,Diesel,,0,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,0,,6
308.0,TOYOTA,Prius,2014,Hatchback,1,Hybrid,,151923,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,6
0.0001,TOYOTA,Prius,2013,Sedan,0,Hybrid,,115000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Sky blue,12,,7
891.0,HYUNDAI,Sonata,2016,Sedan,1,LPG,,520461,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,4
891.0,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,,148633,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
777.0,TOYOTA,RAV 4,2014,Jeep,0,Petrol,,55000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,White,12,,6
0.0001,FORD,Fusion,2017,Sedan,1,Petrol,,98000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Black,8,,3
441.0,HYUNDAI,Sonata,2015,Sedan,1,Hybrid,,187909,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,0,,5
891.0,HYUNDAI,Tucson,2016,Jeep,1,Diesel,,79000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
707.0,HYUNDAI,Tucson,2011,Jeep,1,Diesel,,185706,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,9
0.0001,TOYOTA,Prius,2007,Hatchback,0,Hybrid,,182400,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Red,6,,13
0.0001,TOYOTA,Prius,2008,Sedan,0,Hybrid,,224000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,2,,12
765.0,HYUNDAI,Sonata,2015,Sedan,1,Petrol,2.0,99200,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,1.0,5
836.0,HYUNDAI,Tucson,2010,Jeep,1,Diesel,,142264,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,10
891.0,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,,145339,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,4
0.0001,TOYOTA,Camry,2010,Sedan,1,Hybrid,,158000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,White,12,,10
1076.0,HYUNDAI,Santa FE,2020,Jeep,1,Diesel,,26000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,0
0.0001,TOYOTA,Camry,2018,Sedan,1,Petrol,,40000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,2
707.0,HYUNDAI,Sonata,2011,Sedan,1,LPG,,85419,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,9
0.0001,HONDA,FIT,2007,Hatchback,0,Petrol,,124000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Blue,4,,13
890.0,KIA,Optima,2016,Sedan,1,Petrol,,28123,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
930.0,HYUNDAI,Tucson,2018,Jeep,1,Diesel,,38577,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,2
0.0001,BMW,X5,2004,Jeep,1,Petrol,,155087,6,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,16
382.0,FORD,Fusion,2015,Sedan,1,Hybrid,,148709,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Red,12,,5
586.0,TOYOTA,Prius,2012,Hatchback,1,Hybrid,,435560,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,8
761.0,TOYOTA,Prius,2010,Hatchback,1,Hybrid,,159382,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,10
738.0,CHEVROLET,Cruze,2017,Sedan,0,Petrol,1.4,46800,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,6,1.0,3
687.0,HYUNDAI,Elantra,2010,Sedan,1,Petrol,,138425,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,10
552.0,HONDA,FIT,2011,Hatchback,0,Petrol,,80000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,8,,9
687.0,HYUNDAI,Elantra,2010,Sedan,1,Petrol,,128965,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,10
640.0,HYUNDAI,Santa FE,2013,Jeep,1,Diesel,,139488,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,7
503.0,TOYOTA,Aqua,2012,Hatchback,1,Petrol,,41620,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Yellow,4,,8
502.0,HONDA,Civic,2013,Sedan,1,Hybrid,,144872,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,0,,7
1055.0,MERCEDES-BENZ,E 350,2013,Sedan,1,Diesel,,107800,6,Automatic,Rear,2026-05-04 00:00:00,Left wheel,Grey,12,,7
645.0,HYUNDAI,Elantra,2011,Sedan,0,Petrol,,152000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,8,,9
501.0,TOYOTA,Aqua,2014,Hatchback,1,Petrol,,71000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,6
0.0001,TOYOTA,Prius,2013,Sedan,1,Hybrid,,71000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,7
1079.0,HONDA,Civic,2018,Coupe,1,Petrol,,27176,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,2
1267.0,TOYOTA,Aqua,2013,Hatchback,0,Hybrid,,47000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Blue,10,,7
730.0,HYUNDAI,Elantra,2016,Sedan,1,Petrol,,79420,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,4
900.0,HYUNDAI,Sonata,2015,Sedan,0,Petrol,,120000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,10,,5
777.0,HYUNDAI,H1,2014,Minivan,1,Diesel,,152000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,6
0.0001,FORD,Transit,1998,Goods wagon,0,Diesel,,228000,4,Manual,Rear,2026-03-02 00:00:00,Left wheel,White,2,,22
891.0,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,,120000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
1091.0,HYUNDAI,H1,2016,Universal,1,Diesel,,40877,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,4
502.0,TOYOTA,Aqua,2013,Universal,1,Hybrid,,44545,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,7
1266.0,TOYOTA,Aqua,2014,Hatchback,0,Petrol,,37000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Silver,6,,6
753.0,HYUNDAI,Sonata,2012,Sedan,0,Petrol,,100000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,8
777.0,TOYOTA,Camry,2014,Sedan,1,Petrol,,328282,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,6
0.0001,MERCEDES-BENZ,ML 350,2013,Jeep,1,Diesel,3.0,150000,6,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,1.0,7
900.0,KIA,Optima,2015,Sedan,0,Petrol,,111746,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,0,,5
639.0,HYUNDAI,Tucson,2014,Jeep,1,Diesel,,65863,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,6
0.0001,HONDA,FIT,2013,Sedan,0,Hybrid,,145000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Silver,8,,7
1017.0,HONDA,Civic,2017,Sedan,1,Petrol,,20565,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,3
777.0,TOYOTA,Camry,2014,Sedan,1,Petrol,,88000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Black,10,,6
781.0,TOYOTA,Camry,2012,Sedan,1,Hybrid,,159379,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,8
691.0,HONDA,FIT,2017,Hatchback,1,Petrol,,100940,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,3
0.0001,TOYOTA,Prius,2013,Hatchback,0,Hybrid,,137600,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,6,,7
770.0,HYUNDAI,Tucson,2016,Jeep,1,Diesel,,156000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
1405.0,BMW,X5,2009,Jeep,1,Diesel,,262072,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Grey,0,,11
1266.0,HONDA,FIT,2014,Hatchback,0,Hybrid,,182000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Silver,4,,6
642.0,SSANGYONG,REXTON,2012,Jeep,1,Diesel,,78732,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,8
1017.0,HYUNDAI,Santa FE,2017,Jeep,1,Diesel,,75000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,3
831.0,HYUNDAI,Sonata,2011,Sedan,1,Hybrid,,224349,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,0,,9
0.0001,HONDA,FIT,2005,Hatchback,0,Petrol,,0,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Silver,4,,15
1058.0,MERCEDES-BENZ,E 350,2012,Sedan,1,Diesel,,240987,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,8
891.0,HYUNDAI,Sonata,2016,Sedan,1,LPG,,282994,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
781.0,TOYOTA,Camry,2012,Sedan,1,Hybrid,,159379,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,8
777.0,HYUNDAI,H1,2014,Minivan,1,Diesel,,128000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,6
531.0,HYUNDAI,Elantra,2012,Sedan,1,Petrol,,119595,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,8
0.0001,TOYOTA,Prius,2007,Sedan,0,Hybrid,,120000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,6,,13
1077.0,HYUNDAI,Elantra,2019,Sedan,1,Petrol,,33693,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,1
891.0,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,,185011,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,145744,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Red,4,,5
761.0,TOYOTA,Prius,2010,Hatchback,1,Hybrid,,421546,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,10
765.0,HYUNDAI,Santa FE,2015,Jeep,1,Diesel,,99000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,5
730.0,SSANGYONG,Actyon,2016,Jeep,1,Petrol,,37045,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,4
781.0,TOYOTA,Camry,2012,Sedan,1,Hybrid,,159379,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,8
441.0,KIA,Optima,2015,Sedan,1,Hybrid,,107618,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,5
585.0,HYUNDAI,Elantra,2013,Sedan,0,Petrol,,80000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,7
502.0,TOYOTA,Aqua,2013,Hatchback,1,Petrol,,106500,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,7
530.0,HYUNDAI,Elantra,2013,Sedan,1,Petrol,,196448,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,7
394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,,179381,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,6
0.0001,BMW,X5,2006,Jeep,1,LPG,,160000,6,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Brown,12,,14
765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,510248,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,5
0.0001,TOYOTA,Prius,2013,Hatchback,0,Petrol,,56000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,7
531.0,HYUNDAI,Elantra,2012,Sedan,1,Petrol,,185907,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,8
891.0,HYUNDAI,Sonata,2016,Sedan,1,LPG,,287140,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
1211.0,BMW,X5,2010,Jeep,1,Diesel,,265210,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,0,,10
687.0,HYUNDAI,Elantra,2010,Sedan,1,Petrol,,87640,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,10
0.0001,FORD,Transit,2005,Microbus,0,Diesel,2.0,150000,4,Manual,Front,2026-03-02 00:00:00,Left wheel,Yellow,2,1.0,15
1104.0,BMW,X5,2015,Jeep,1,Petrol,,143000,6,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Blue,16,,5
1324.0,TOYOTA,Highlander,2010,Jeep,1,Hybrid,,300366,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Blue,12,,10
639.0,HYUNDAI,Sonata,2014,Sedan,1,Petrol,2.0,112000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Sky blue,12,1.0,6
0.0001,BMW,X5,2007,Jeep,1,Petrol,,23000,6,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Grey,0,,13
0.0001,FORD,Transit,1995,Goods wagon,0,Diesel,2.5,207888,4,Manual,Rear,2026-05-04 00:00:00,Left wheel,White,0,1.0,25
765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,272769,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,5
831.0,SSANGYONG,Actyon,2017,Jeep,1,Petrol,,53811,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,3
1051.0,HYUNDAI,Sonata,2016,Sedan,0,Petrol,,60000,6,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Black,8,,4
1058.0,TOYOTA,Highlander,2012,Jeep,1,Hybrid,,178000,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,0,,8
988.0,TOYOTA,Prius,2007,Hatchback,0,Hybrid,,113000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Sky blue,8,,13
836.0,HYUNDAI,Santa FE,2010,Jeep,1,Diesel,,208130,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,10
765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,312519,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,5
639.0,HYUNDAI,Sonata,2014,Sedan,1,LPG,,419603,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,6
0.0001,HONDA,FIT,2007,Hatchback,0,Petrol,,150000,4,Automatic,4x4,2026-05-04 00:00:00,Right-hand drive,Grey,4,,13
765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,367783,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,5
502.0,HONDA,Civic,2013,Sedan,1,Hybrid,,144872,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,0,,7
607.0,TOYOTA,Camry,2019,Sedan,1,Hybrid,,9626,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,1
781.0,TOYOTA,Camry,2012,Sedan,1,Petrol,,91000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,10,,8
0.0001,TOYOTA,Camry,2016,Sedan,1,Petrol,,38400,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Black,6,,4
915.0,HYUNDAI,H1,2014,Minivan,1,Diesel,,114142,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
707.0,HYUNDAI,Santa FE,2011,Jeep,1,Diesel,,156559,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,9
1176.0,HYUNDAI,Santa FE,2019,Minivan,1,Diesel,,14480,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,1
781.0,TOYOTA,Camry,2012,Sedan,1,Hybrid,,156518,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,8
781.0,TOYOTA,Camry,2012,Sedan,1,Hybrid,,159379,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,8
769.0,HYUNDAI,Santa FE,2011,Jeep,1,Diesel,,188787,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,9
761.0,TOYOTA,Prius,2010,Hatchback,0,Hybrid,,150000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,10
1399.0,LEXUS,RX 450,2010,Jeep,1,Hybrid,,315270,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Grey,12,,10
579.0,TOYOTA,RAV 4,2017,Jeep,0,Hybrid,,2000,4,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Grey,12,,3
1091.0,HYUNDAI,H1,2016,Universal,1,Diesel,,203073,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,4
1266.0,TOYOTA,Aqua,2014,Hatchback,0,Hybrid,,136700,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Silver,4,,6
1399.0,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,,205968,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,White,12,,10
501.0,FORD,Fusion,2014,Sedan,0,Petrol,1.5,68800,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,White,12,1.0,6
1024.0,HYUNDAI,H1,2010,Minivan,1,Diesel,,60517,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Yellow,4,,10
697.0,HONDA,Civic,2015,Sedan,1,Petrol,,100658,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,5
531.0,HYUNDAI,Elantra,2012,Sedan,1,Petrol,,134000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,8
0.0001,TOYOTA,Prius,2010,Hatchback,0,Hybrid,,120000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,10
583.0,HYUNDAI,Elantra,2011,Sedan,1,Petrol,,176486,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,9
843.0,TOYOTA,Prius,2008,Sedan,0,Hybrid,,180000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,0,,12
749.0,KIA,Optima,2014,Sedan,1,Petrol,,93000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Black,10,,6
831.0,HYUNDAI,Elantra,2017,Sedan,1,LPG,,37029,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,3
880.0,HYUNDAI,Elantra,2018,Sedan,1,Petrol,,54865,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,2
0.0001,HYUNDAI,Santa FE,2014,Jeep,0,Petrol,,120000,4,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Black,8,,6
917.0,BMW,X5,2013,Jeep,1,Petrol,,69754,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,7
1079.0,HYUNDAI,Sonata,2018,Sedan,1,Petrol,,51106,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,2
1091.0,HYUNDAI,H1,2016,Universal,1,Diesel,,121000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
642.0,KIA,Optima,2012,Sedan,1,Petrol,,65514,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,8
382.0,KIA,Optima,2014,Sedan,1,Hybrid,,114000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,10,,6
1172.0,MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,,119379,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Silver,12,,9
1018.0,BMW,X5,2011,Jeep,1,Petrol,3.0,155200,6,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,1.0,9
0.0001,TOYOTA,Prius,2006,Sedan,0,Hybrid,,300000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,6,,14
579.0,TOYOTA,RAV 4,2017,Jeep,0,Hybrid,,35000,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Sky blue,6,,3
781.0,TOYOTA,Camry,2012,Sedan,1,Hybrid,,156518,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,8
0.0001,HONDA,Civic,2004,Sedan,0,CNG,,135000,4,Variator,Front,2026-05-04 00:00:00,Right-hand drive,White,2,,16
0.0001,TOYOTA,Prius,2006,Sedan,1,Hybrid,,168000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,2,,14
790.0,HYUNDAI,Elantra,2009,Sedan,1,Petrol,,133207,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,11
584.0,HYUNDAI,Elantra,2014,Sedan,0,Petrol,,105000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,6,,6
777.0,TOYOTA,RAV 4,2014,Jeep,1,Petrol,,116442,4,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Grey,0,,6
0.0001,TOYOTA,Aqua,2012,Hatchback,0,Hybrid,,154000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,White,2,,8
0.0001,HYUNDAI,Sonata,2014,Sedan,1,Hybrid,,104000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Silver,6,,6
394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,,102397,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,6
1399.0,LEXUS,RX 450,2010,Jeep,1,Hybrid,,315270,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Grey,12,,10
891.0,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,,142037,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,4
1017.0,HYUNDAI,Santa FE,2017,Jeep,1,Diesel,,105751,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,3
915.0,BMW,X5,2014,Jeep,1,Diesel,,230942,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,White,12,,6
749.0,KIA,Optima,2014,Sedan,1,Petrol,,47000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Black,6,,6
836.0,HYUNDAI,Santa FE,2010,Jeep,1,Diesel,,160118,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,10
781.0,TOYOTA,Camry,2012,Sedan,1,Petrol,,167360,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,White,6,,8
1621.0,HYUNDAI,Santa FE,2017,Jeep,1,Petrol,,87954,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Silver,12,,3
0.0001,TOYOTA,Aqua,2012,Hatchback,0,Petrol,,99000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,0,,8
697.0,CHEVROLET,Cruze,2015,Sedan,0,Petrol,,37000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,0,,5
