Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Turbo,Car_Age
4077,751.0,HYUNDAI,Sonata,2013,Sedan,1,Petrol,,111930,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,7
3450,607.0,TOYOTA,Camry,2019,Sedan,1,Hybrid,,9626,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,1
15423,687.0,HYUNDAI,Elantra,2010,Sedan,1,Petrol,,80861,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,10
15681,586.0,HYUNDAI,Elantra,2012,Sedan,1,Petrol,,236800,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,6,,8
16308,562.0,CHEVROLET,Cruze,2015,Jeep,0,Petrol,,144000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Brown,0,,5
54568,1363.0,LEXUS,GX 460,2012,Jeep,1,Petrol,,255406,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,0,,8
15681,891.0,HYUNDAI,Sonata,2016,Sedan,1,LPG,,195432,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
941,640.0,FORD,Fusion,2013,Sedan,1,Hybrid,,294016,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,7
16308,586.0,TOYOTA,Prius,2012,Sedan,0,Hybrid,,180000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,8
45436,765.0,HYUNDAI,Santa FE,2015,Jeep,1,Diesel,,115459,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,5
9408,0.0001,FORD,Transit,1998,Microbus,0,Diesel,2.5,2222222,4,Manual,Rear,2026-05-04 00:00:00,Left wheel,White,2,1.0,22
32935,639.0,SSANGYONG,REXTON,2014,Jeep,1,Diesel,,117527,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
25763,777.0,HYUNDAI,H1,2014,Minivan,1,Diesel,,273500,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,6
19429,0.0001,HYUNDAI,Elantra,2012,Sedan,0,Petrol,,186560,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Grey,6,,8
10036,639.0,HYUNDAI,Sonata,2014,Sedan,1,LPG,,347600,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
470,441.0,HYUNDAI,Sonata,2015,Sedan,1,Hybrid,,135730,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,0,,5
10349,639.0,HYUNDAI,Sonata,2014,Sedan,1,LPG,,564538,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,6
39201,1055.0,TOYOTA,Highlander,2013,Jeep,1,Petrol,,115200,6,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Black,8,,7
31361,0.0001,FORD,Fusion,2017,Sedan,1,Plug-in Hybrid,,204200,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,10,,3
18000,0.0001,HYUNDAI,Elantra,2014,Coupe,1,Petrol,,100000,4,Automatic,Front,2026-03-02 00:00:00,Left wheel,Black,12,,6
12074,707.0,KIA,Optima,2011,Sedan,1,Petrol,,48656,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,9
13495,707.0,HYUNDAI,Sonata,2011,Sedan,1,Petrol,,91678,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,9
18189,650.0,CHEVROLET,Cruze,2016,Sedan,0,Petrol,,0,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,6,,4
34497,749.0,HYUNDAI,Santa FE,2014,Jeep,1,Petrol,,127200,4,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,8,,6
16894,836.0,HYUNDAI,Sonata,2010,Sedan,1,Petrol,,211075,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,10
18189,1172.0,MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,,248525,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,9
11917,1195.0,FORD,Transit,2008,Microbus,0,Diesel,2.2,150000,4,Manual,Front,2026-05-04 00:00:00,Left wheel,White,4,1.0,12
54850,831.0,HONDA,Civic,2018,Sedan,1,Petrol,,13048,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,2
20071,781.0,TOYOTA,Camry,2012,Sedan,0,Petrol,,84000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,8
1803,1405.0,BMW,X5,2009,Jeep,1,Diesel,,229854,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Green,0,,11
67981,1077.0,HYUNDAI,Santa FE,2019,Jeep,1,Diesel,,10120,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,1
32929,1211.0,MERCEDES-BENZ,ML 350,2010,Jeep,1,Diesel,,224000,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,8,,10
3607,781.0,TOYOTA,Camry,2012,Sedan,1,Hybrid,,156518,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,8
36137,880.0,HYUNDAI,Elantra,2018,Sedan,1,LPG,,47181,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,2
862,640.0,HYUNDAI,Sonata,2013,Sedan,1,Petrol,,211214,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,7
47201,900.0,HONDA,Civic,2015,Sedan,1,Petrol,,104867,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,5
1490,1058.0,TOYOTA,Highlander,2012,Jeep,1,Hybrid,,363059,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,White,12,,8
13485,0.0001,TOYOTA,Prius,2009,Hatchback,0,Hybrid,,270400,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Black,8,,11
941,308.0,TOYOTA,Prius,2014,Hatchback,1,Hybrid,,270410,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,6
20071,730.0,HYUNDAI,Elantra,2016,Sedan,1,Petrol,,72507,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,4
47694,1091.0,HYUNDAI,H1,2016,Universal,1,Diesel,,79000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,4
15681,777.0,FORD,Fusion,2014,Sedan,0,Petrol,,118000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,White,10,,6
1254,584.0,HYUNDAI,Elantra,2014,Sedan,1,Petrol,,0,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,6
18240,687.0,HYUNDAI,Elantra,2010,Sedan,1,Petrol,,52418,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,10
20542,0.0001,BMW,X5,2004,Jeep,1,Petrol,,250000,8,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Silver,8,,16
4391,779.0,TOYOTA,Camry,2013,Sedan,1,Petrol,,171258,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,7
9095,585.0,HYUNDAI,Elantra,2013,Sedan,0,Petrol,,160000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Silver,8,,7
21953,0.0001,TOYOTA,Prius,2012,Sedan,0,Petrol,,123200,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Beige,6,,8
9252,765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,456867,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,5
10976,0.0001,HONDA,FIT,2008,Hatchback,0,Petrol,,278000,4,Variator,Front,2026-05-04 00:00:00,Right-hand drive,Blue,0,,12
5018,1624.0,MERCEDES-BENZ,E 350,2009,Sedan,1,Diesel,,109139,6,Automatic,Rear,2026-05-04 00:00:00,Left wheel,Black,12,,11
15681,0.0001,HYUNDAI,Sonata,2011,Sedan,1,Petrol,2.0,27200,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,6,1.0,9
14897,761.0,TOYOTA,Prius,2010,Hatchback,1,Hybrid,,163200,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Brown,16,,10
10976,1275.0,HYUNDAI,Sonata,2019,Sedan,1,Petrol,,29419,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,12,,1
2195,645.0,HYUNDAI,Elantra,2011,Jeep,1,Petrol,,308501,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,12,,9
1019,781.0,TOYOTA,RAV 4,2012,Jeep,1,Petrol,,293029,4,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,8
8590,502.0,HONDA,FIT,2013,Hatchback,1,Hybrid,,122471,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,7
33538,730.0,SSANGYONG,Actyon,2016,Jeep,1,Petrol,,49799,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,4
16292,446.0,HONDA,FIT,2014,Universal,1,Petrol,,30425,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,6
19306,501.0,TOYOTA,Aqua,2014,Hatchback,1,Petrol,,82000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,6
10036,0.0001,FORD,Transit,1997,Microbus,1,Diesel,2.5,280000,2,Manual,Rear,2026-03-02 00:00:00,Left wheel,White,2,1.0,23
13799,1017.0,HYUNDAI,Sonata,2017,Sedan,1,LPG,,388986,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,3
18817,308.0,TOYOTA,Prius,2014,Hatchback,0,Hybrid,,145000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,10,,6
34406,777.0,HYUNDAI,H1,2014,Minivan,1,Diesel,,125445,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
13768,862.0,HYUNDAI,H1,2011,Minivan,1,Diesel,,53440,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,9
5018,1399.0,LEXUS,RX 450,2010,Jeep,1,Hybrid,,167222,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,10
11604,639.0,HYUNDAI,Sonata,2014,Sedan,1,LPG,,264872,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
18817,1768.0,MERCEDES-BENZ,E 350,2007,Sedan,1,Petrol,,123000,6,Manual,Rear,2026-05-04 00:00:00,Left wheel,White,8,,13
14113,0.0001,TOYOTA,Camry,2007,Sedan,0,Hybrid,,208800,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,13
8467,0.0001,FORD,Transit,1997,Microbus,0,Diesel,,250000,6,Manual,Rear,2026-03-02 00:00:00,Left wheel,White,1,,23
10036,639.0,HYUNDAI,Sonata,2014,Sedan,1,LPG,,268046,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
13172,0.0001,HONDA,Civic,2008,Sedan,0,Hybrid,,2432000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,12
21953,0.0001,HYUNDAI,Sonata,2014,Sedan,0,Hybrid,,480000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,6
23521,0.0001,HYUNDAI,Sonata,2014,Sedan,1,Hybrid,,109000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Sky blue,10,,6
10976,0.0001,FORD,Transit,1997,Microbus,0,Diesel,2.5,200000,4,Manual,Rear,2026-05-04 00:00:00,Left wheel,White,2,1.0,23
16308,934.0,TOYOTA,RAV 4,2015,Jeep,0,Petrol,,73000,4,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Orange,0,,5
18817,609.0,TOYOTA,Camry,2018,Sedan,1,Hybrid,,35058,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,2
49751,1017.0,HYUNDAI,Sonata,2017,Sedan,1,Petrol,,43178,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,3
12858,0.0001,TOYOTA,Aqua,2012,Hatchback,0,Hybrid,,120000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,White,9,,8
44542,765.0,HYUNDAI,Santa FE,2015,Jeep,1,Diesel,,93876,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,5
45,0.0001,TOYOTA,Prius,2008,Hatchback,0,Hybrid,,164000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,12
15994,765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,39878,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,5
51523,1017.0,HYUNDAI,Elantra,2017,Sedan,1,Petrol,,17013,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,3
14113,0.0001,TOYOTA,Aqua,2013,Hatchback,0,Hybrid,,100000,4,Variator,Front,2026-05-04 00:00:00,Right-hand drive,White,6,,7
15053,765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,318677,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,5
64002,1079.0,HYUNDAI,Santa FE,2018,Jeep,1,Diesel,,41778,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,2
20266,531.0,HYUNDAI,Elantra,2012,Sedan,1,Petrol,,88288,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,8
28068,640.0,HYUNDAI,Santa FE,2013,Jeep,1,Diesel,,53240,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,7
16465,528.0,HYUNDAI,Elantra,2014,Sedan,1,Petrol,,122518,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
46414,0.0001,TOYOTA,RAV 4,2001,Jeep,0,Diesel,2.0,335267,4,Manual,4x4,2026-05-04 00:00:00,Left wheel,Black,2,1.0,19
9000,1111.0,HONDA,FIT,2012,Universal,0,Hybrid,,98000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Grey,2,,8
627,481.0,FORD,Fusion,2017,Sedan,1,Hybrid,,40157,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,3
56513,930.0,HYUNDAI,Tucson,2018,Jeep,1,Diesel,,41500,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,2
27259,640.0,HYUNDAI,Santa FE,2013,Jeep,1,Diesel,,201373,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,7
23521,0.0001,TOYOTA,Camry,2014,Sedan,1,Hybrid,,212421,4,Variator,Front,2026-05-04 00:00:00,Left wheel,White,12,,6
31082,777.0,HYUNDAI,H1,2014,Minivan,1,Diesel,,170971,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,6
53314,1327.0,TOYOTA,Camry,2018,Sedan,1,Petrol,,6800,6,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,8,,2
16778,531.0,HYUNDAI,Elantra,2012,Sedan,1,Petrol,,41279,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,8
12585,1047.0,HYUNDAI,Elantra,2007,Sedan,1,Petrol,,126184,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,13
15681,891.0,HYUNDAI,Sonata,2016,Sedan,1,LPG,,248705,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
6272,0.0001,HONDA,FIT,2002,Hatchback,0,Petrol,,115500,4,Variator,Front,2026-05-04 00:00:00,Right-hand drive,Blue,2,,18
28482,640.0,SSANGYONG,REXTON,2013,Jeep,1,Diesel,,198288,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,7
26017,831.0,HYUNDAI,Elantra,2017,Sedan,1,Petrol,,107220,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,3
3607,781.0,TOYOTA,Camry,2012,Sedan,1,Hybrid,,156518,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,8
17500,0.0001,KIA,Optima,2011,Sedan,0,Hybrid,,0,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,9
15053,585.0,TOYOTA,Prius,2013,Sedan,0,Hybrid,,179000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Silver,6,,7
29711,583.0,HYUNDAI,Elantra,2011,Sedan,1,Petrol,,45898,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,9
32035,707.0,SSANGYONG,REXTON,2011,Jeep,1,Diesel,,53323,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,9
36827,640.0,HYUNDAI,Santa FE,2013,Jeep,1,Diesel,,171755,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,7
2430,1598.0,MERCEDES-BENZ,E 350,2008,Sedan,1,Diesel,,175614,6,Automatic,Rear,2026-05-04 00:00:00,Left wheel,Black,12,,12
34102,595.0,HONDA,FIT,2015,Hatchback,1,Petrol,,65000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,5
57372,765.0,HYUNDAI,Santa FE,2015,Jeep,1,Diesel,,48764,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,5
19130,528.0,HYUNDAI,Elantra,2014,Sedan,1,Diesel,,142495,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,6
26657,0.0001,KIA,Optima,2017,Sedan,0,Petrol,,140800,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,10,,3
16894,836.0,HYUNDAI,Sonata,2010,Sedan,1,Petrol,,126799,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,10
1019,831.0,HYUNDAI,Elantra,2017,Sedan,1,Petrol,,25635,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,3
2509,1399.0,LEXUS,RX 450,2010,Jeep,1,Hybrid,,315270,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Grey,12,,10
21395,730.0,HYUNDAI,Elantra,2016,Sedan,1,Petrol,,144889,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
17468,836.0,HYUNDAI,Tucson,2010,Jeep,1,Diesel,,216024,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,10
13642,765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,43000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,5
9252,765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,571115,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,5
17562,585.0,TOYOTA,Prius,2013,Hatchback,0,Hybrid,,120058,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,8,,7
30734,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,1,Diesel,,200179,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,6
21326,0.0001,MERCEDES-BENZ,E 350,2007,Sedan,1,Petrol,,150000,6,Tiptronic,Rear,2026-05-04 00:00:00,Left wheel,Black,6,,13
21652,707.0,HYUNDAI,Tucson,2011,Jeep,1,Diesel,,161345,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,9
6837,765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,649650,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,5
97401,1077.0,HYUNDAI,Santa FE,2019,Jeep,1,Diesel,,14489,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,1
17509,271.0,HONDA,FIT,2014,Universal,1,Hybrid,,82105,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
25716,0.0001,VOLKSWAGEN,Jetta,2016,Sedan,1,Petrol,1.8,32000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,1.0,4
5488,394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,,109798,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,6
12544,765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,732232,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,5
23521,781.0,TOYOTA,Camry,2012,Sedan,0,Hybrid,,165472,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,0,,8
9408,641.0,CHEVROLET,Cruze,2012,Sedan,1,Diesel,,56290,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,8
10349,1268.0,TOYOTA,Aqua,2012,Hatchback,0,Hybrid,,167000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Silver,4,,8
33550,971.0,SSANGYONG,REXTON,2016,Jeep,1,Diesel,,197826,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,4
18189,1408.0,FORD,Transit,2007,Microbus,0,Diesel,,214000,4,Manual,Front,2026-05-04 00:00:00,Left wheel,Blue,2,,13
21639,1172.0,TOYOTA,Highlander,2011,Sedan,1,Hybrid,,368064,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Grey,12,,9
20005,531.0,HYUNDAI,Elantra,2012,Sedan,1,Petrol,,75300,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,8
13799,0.0001,TOYOTA,Aqua,2013,Hatchback,0,Hybrid,,170000,4,Variator,Front,2026-05-04 00:00:00,Right-hand drive,Silver,4,,7
23592,0.0001,TOYOTA,Prius,2013,Hatchback,0,Hybrid,,114000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,White,12,,7
34607,777.0,HYUNDAI,H1,2014,Minivan,1,Diesel,,27000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
10349,915.0,BMW,X5,2014,Jeep,1,Diesel,,0,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,0,,6
13172,1399.0,LEXUS,RX 450,2010,Jeep,1,Hybrid,,186005,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Silver,12,,10
10914,584.0,CHEVROLET,Cruze,2014,Sedan,1,Petrol,,26243,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
8467,639.0,HYUNDAI,Sonata,2014,Sedan,1,LPG,,698359,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,6
25089,0.0001,TOYOTA,Prius,2011,Hatchback,1,Hybrid,1.8,135000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Silver,12,1.0,9
1725,749.0,HYUNDAI,Sonata,2014,Sedan,1,Petrol,,225734,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,12,,6
23678,781.0,TOYOTA,RAV 4,2012,Jeep,0,Petrol,,177600,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,11,,8
23521,1058.0,TOYOTA,Highlander,2012,Jeep,1,Petrol,,140966,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,8
15681,891.0,HYUNDAI,Sonata,2016,Sedan,1,LPG,,305511,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
2038,862.0,FORD,Fusion,2011,Sedan,1,Petrol,,174899,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,9
66902,0.0001,MERCEDES-BENZ,E 350,2013,Sedan,1,Diesel,3.5,181000,8,Tiptronic,Rear,2026-05-04 00:00:00,Left wheel,Grey,0,1.0,7
13328,1399.0,LEXUS,RX 450,2010,Jeep,1,Hybrid,,186005,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Silver,12,,10
21012,0.0001,TOYOTA,Prius,2014,Hatchback,0,Hybrid,,99040,4,Variator,Front,2026-05-04 00:00:00,Left wheel,White,8,,6
13184,501.0,TOYOTA,Aqua,2014,Hatchback,1,Petrol,,99249,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,6
37837,831.0,SSANGYONG,Actyon,2017,Jeep,1,Petrol,,72052,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Brown,4,,3
5018,1399.0,LEXUS,RX 450,2010,Jeep,1,Hybrid,,167222,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,10
21636,862.0,TOYOTA,Camry,2011,Sedan,0,Petrol,,114000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,8,,9
3450,607.0,TOYOTA,Camry,2019,Sedan,1,Hybrid,,9626,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,1
1568,934.0,TOYOTA,Camry,2015,Sedan,1,Petrol,,173101,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,5
31424,595.0,TOYOTA,Aqua,2015,Hatchback,1,Petrol,,31000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,5
13764,501.0,TOYOTA,Aqua,2014,Hatchback,1,Petrol,,157988,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Red,4,,6
12544,1185.0,TOYOTA,Camry,2009,Sedan,0,Petrol,,130000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Red,8,,11
90919,1076.0,HYUNDAI,Santa FE,2020,Jeep,1,Diesel,,6631,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,0
32973,730.0,SSANGYONG,Actyon,2016,Jeep,1,Diesel,,94300,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
12544,765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,539937,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,5
14746,640.0,CHEVROLET,Cruze,2013,Sedan,1,Diesel,,186872,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Brown,4,,7
21012,640.0,FORD,Fusion,2013,Sedan,1,Hybrid,,141000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Carnelian red,8,,7
17562,0.0001,MERCEDES-BENZ,E 350,2007,Sedan,1,Petrol,,238400,6,Tiptronic,Rear,2026-05-04 00:00:00,Left wheel,Silver,8,,13
13523,707.0,HYUNDAI,Sonata,2011,Sedan,1,Petrol,,161830,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,9
13172,639.0,HYUNDAI,Sonata,2014,Sedan,1,Petrol,,129445,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,10,,6
7997,1537.0,TOYOTA,Highlander,2009,Jeep,1,Hybrid,,251278,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Green,12,,11
7828,595.0,HONDA,FIT,2015,Universal,1,Petrol,,154691,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,5
14740,878.0,TOYOTA,Prius,2009,Sedan,0,Hybrid,,200000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Silver,0,,11
941,639.0,HYUNDAI,Elantra,2014,Hatchback,1,Petrol,,100037,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,6
27284,640.0,FORD,Fusion,2013,Sedan,1,Hybrid,,130000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,6,,7
25032,831.0,HYUNDAI,Elantra,2017,Coupe,1,Petrol,,22607,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,3
4391,584.0,HYUNDAI,Elantra,2014,Sedan,1,Petrol,,138838,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,6
33230,640.0,HYUNDAI,Santa FE,2013,Jeep,1,Diesel,,185000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,7
2038,1172.0,MERCEDES-BENZ,ML 350,2011,Jeep,1,Diesel,,186542,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,White,12,,9
18660,781.0,HYUNDAI,H1,2012,Minivan,1,Diesel,,62234,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,8
